insurance_id,payer_name,payer_type
INS-NOREG320,"Richard, Floyd and Villanueva",Insurance
INS-JBMHY5,,Insurance
INS-K3RPYK,Henson Group,Insurance
INS-0ZC9E3,Walker-Bates,Insurance
INS-NJVNQN,Brooks-Johnson,Insurance
INS-802HR9,Brooks-Johnson,Government
INS-NOREG321,Peterson-Williams,Government
INS-NOREG322,Flores-Allen,Insurance
INS-9OFSED,Walsh-Thomas,Insurance
INS-EYEODE,Fowler-Smith,Insurance
INS-GHKUDT,"Andrade, Gilbert and Cook",Insurance
INS-MUYG3N,Lee and Sons,Insurance
INS-V5DMKD,"Thomas, Blake and Harding",Government
INS-LHP3H5,,Insurance
INS-NOREG323,,Self-pay
INS-22ADNR,"Andrade, Gilbert and Cook",Government
INS-R09TX3,"Richard, Floyd and Villanueva",Insurance
INS-ZGFNVI,Merritt-Flynn,Insurance
INS-777GYA,"Sanchez, Shaffer and Watson",Insurance
INS-XTYCQB,"Johnson, Mcintyre and Garrett",Insurance
INS-ULQVE8,"Richard, Floyd and Villanueva",Insurance
INS-VCBMOL,,Government
INS-EIPAP2,"Anderson, Oconnell and Yates",Insurance
INS-LUFNM5,"Sanchez, Shaffer and Watson",Government
INS-NOREG324,,Self-pay
INS-2LMOGG,Jackson-Hubbard,Insurance
INS-NOREG325,Gonzalez Group,Insurance
INS-4GGNLN,"Sanchez, Shaffer and Watson",Government
INS-NOREG326,Jackson-Hubbard,Government
INS-LOR0JQ,Shaw-Jacobs,Government
INS-FTCBFW,"Smith, Cole and Rodgers",Government
INS-E0RCCN,Walker-Bates,Insurance
INS-KL0YYA,,Insurance
INS-4EHNZB,Day Group,Insurance
INS-A1EN0N,Lee and Sons,Government
INS-GL1Y7W,,Government
INS-Y2F4IH,Brooks-Johnson,Government
INS-I6PBR6,Lee and Sons,Insurance
INS-MN8V2H,Wood Inc,Insurance
INS-Q9V3TN,Walsh-Thomas,Insurance
INS-KKSZC6,Fowler-Smith,Government
INS-K4G5U6,"Andrade, Gilbert and Cook",Government
INS-HZLWZZ,Jackson-Hubbard,Insurance
INS-NOREG327,Henson Group,Insurance
INS-9MB5NT,Flores-Allen,Insurance
INS-ZWYH3S,"Thomas, Blake and Harding",Insurance
INS-NOREG328,,Self-pay
INS-LMGOAR,"Richard, Floyd and Villanueva",Government
INS-OX15GC,Martinez-Burnett,Insurance
INS-ZF5PWG,Flores-Allen,Insurance
INS-E4MGG5,Shaw-Jacobs,Insurance
INS-1DWOWT,,Insurance
INS-ZIZUFW,Robbins Ltd,Insurance
INS-ONFQMR,Wood Inc,Insurance
INS-NOREG329,"Sanchez, Shaffer and Watson",Insurance
INS-PIVQWL,Walker-Bates,Insurance
INS-YOO9DX,Henson Group,Government
INS-IPVX33,Chang Inc,Insurance
INS-8LG8IX,"Lopez, Johnson and Myers",Insurance
INS-R5UDZJ,Henson Group,Insurance
INS-YHSMSK,Jackson-Hubbard,Government
INS-6FR6VS,Lee and Sons,Insurance
INS-SZKB6K,"Johnson, Mcintyre and Garrett",Insurance
INS-NULKYW,Peterson-Williams,Government
INS-29LEGC,Brooks-Johnson,Insurance
INS-3LM0T5,Walker-Bates,Government
INS-WXCGR4,Brooks-Johnson,Government
INS-BH0UMC,"Thomas, Blake and Harding",Government
INS-RZF0QP,Flores-Allen,Government
INS-H7ZQMY,"Richard, Floyd and Villanueva",Government
INS-FJAL3D,Walsh-Thomas,Government
INS-TXZYQD,"Thomas, Blake and Harding",Insurance
INS-5V6HTN,"Smith, Cole and Rodgers",Insurance
INS-3YTA7Y,Martinez-Burnett,Government
INS-CLSEKT,Shaw-Jacobs,Government
INS-WF24KT,"Anderson, Oconnell and Yates",Insurance
INS-UFLX8T,,Insurance
INS-M947SQ,Gonzalez Group,Insurance
INS-NOREG330,Martinez-Burnett,Government
INS-QVFQ0G,Merritt-Flynn,Insurance
INS-M4A7PL,Peterson-Williams,Government
INS-HFDYZT,"Andrade, Gilbert and Cook",Government
INS-8OWXPA,Chang Inc,Insurance
INS-W98J86,,Insurance
INS-PQ0AB9,Day Group,Government
INS-Y3TG0F,"Andrade, Gilbert and Cook",Government
INS-08MFOI,Fowler-Smith,Government
INS-DPDI9C,Robbins Ltd,Government
INS-QYGDUR,"Richard, Floyd and Villanueva",Insurance
INS-JOB2KC,Wood Inc,Government
INS-UTRCYV,"Lopez, Johnson and Myers",Insurance
INS-7FJI3V,Walker-Bates,Insurance
INS-HZPPLL,Walker-Bates,Insurance
INS-MFAGZL,"Anderson, Oconnell and Yates",Insurance
INS-YEL0X9,"Richard, Floyd and Villanueva",Government
INS-O8TW5C,Wood Inc,Insurance
INS-TF6XGA,Lee and Sons,Insurance
INS-4JI7DX,"Thomas, Blake and Harding",Insurance
INS-LYJK8I,"Richard, Floyd and Villanueva",Government
INS-BNNF54,"Thomas, Blake and Harding",Government
INS-XJA4L3,"Richard, Floyd and Villanueva",Government
INS-EGOWJ1,Walsh-Thomas,Government
INS-6QR50D,Gonzalez Group,Insurance
INS-53CIWV,Brooks-Johnson,Government
INS-L5V83Z,Walsh-Thomas,Insurance
INS-0TGLOT,Henson Group,Government
INS-NOREG331,Gonzalez Group,Insurance
INS-SRCKKQ,"Richard, Floyd and Villanueva",Insurance
INS-KGV2JF,,Government
INS-OJIF8W,"Sanchez, Shaffer and Watson",Government
INS-1UJ1PZ,Walsh-Thomas,Insurance
INS-P3DNXX,,Government
INS-ZZT0LU,Merritt-Flynn,Government
INS-B12DRM,Lee and Sons,Government
INS-5WUDPM,"Smith, Cole and Rodgers",Insurance
INS-402CHV,"Thomas, Blake and Harding",Insurance
INS-URZTNH,"Lopez, Johnson and Myers",Government
INS-CXL09G,"Andrade, Gilbert and Cook",Government
INS-F72NP2,"Andrade, Gilbert and Cook",Insurance
INS-138OJ3,"Sanchez, Shaffer and Watson",Government
INS-WCRI55,Walker-Bates,Government
INS-NOREG332,Flores-Allen,Government
INS-S1X44C,"Lopez, Johnson and Myers",Government
INS-W2OZ04,,Insurance
INS-NAWWNN,Gonzalez Group,Government
INS-RHCU2W,Lee and Sons,Insurance
INS-BWVZJ2,"Richard, Floyd and Villanueva",Government
INS-KH1NA1,Martinez-Burnett,Insurance
INS-T3609S,"Anderson, Oconnell and Yates",Government
INS-TJTPJL,Brooks-Johnson,Government
INS-V1ZRVI,"Johnson, Mcintyre and Garrett",Government
INS-45P53F,Shaw-Jacobs,Government
INS-2TSJIA,Robbins Ltd,Insurance
INS-EKLVF1,Walker-Bates,Government
INS-1YU6R9,"Sanchez, Shaffer and Watson",Government
INS-34LVK3,Flores-Allen,Insurance
INS-VTEXX4,"Anderson, Oconnell and Yates",Government
INS-G0837A,Lee and Sons,Government
INS-82QJD1,"Lopez, Johnson and Myers",Insurance
INS-88YBPJ,Lee and Sons,Insurance
INS-NOREG333,"Johnson, Mcintyre and Garrett",Government
INS-RUWDAS,"Sanchez, Shaffer and Watson",Insurance
INS-WG6WLY,Merritt-Flynn,Government
INS-NOREG334,Wood Inc,Government
INS-EP2X9J,Peterson-Williams,Insurance
INS-JURQKP,,Insurance
INS-I8E9GA,Lee and Sons,Government
INS-J6JG8P,Day Group,Insurance
INS-NOREG335,,Government
INS-SOCKA2,"Smith, Cole and Rodgers",Insurance
INS-MF7C2A,"Anderson, Oconnell and Yates",Government
INS-3YG7AA,Chang Inc,Government
INS-HWE5C1,,Government
INS-HIVPDY,Peterson-Williams,Government
INS-S5CUIW,Peterson-Williams,Government
INS-RFREKQ,Fowler-Smith,Government
INS-O9PSHY,Walker-Bates,Insurance
INS-PHFPDV,"Richard, Floyd and Villanueva",Government
INS-98G8QB,Gonzalez Group,Government
INS-Z5H9GN,"Andrade, Gilbert and Cook",Government
INS-8A3GGO,"Lopez, Johnson and Myers",Government
INS-1IQ8IY,"Lopez, Johnson and Myers",Insurance
INS-LEP0RL,Day Group,Insurance
INS-NOREG336,Day Group,Insurance
INS-5E75IQ,Gonzalez Group,Government
INS-AJ8KBX,"Johnson, Mcintyre and Garrett",Insurance
INS-RLIWKE,Flores-Allen,Insurance
INS-GDJ2VC,Henson Group,Government
INS-LUVKM1,"Richard, Floyd and Villanueva",Insurance
INS-MESKQE,Merritt-Flynn,Government
INS-2S6M3N,Robbins Ltd,Government
INS-NOREG337,Shaw-Jacobs,Government
INS-E9OY8F,Henson Group,Insurance
INS-TB853D,Lee and Sons,Insurance
INS-K6XA1B,Robbins Ltd,Insurance
INS-8KU74W,"Lopez, Johnson and Myers",Government
INS-P6VJR2,Henson Group,Insurance
INS-VBQD6I,Brooks-Johnson,Insurance
INS-FB3DV4,Walsh-Thomas,Government
INS-H43Z1R,Chang Inc,Insurance
INS-GRNM92,"Smith, Cole and Rodgers",Insurance
INS-BVPYBN,Day Group,Insurance
INS-EPJA8P,,Government
INS-EC6POE,Walker-Bates,Government
INS-1ZRYHG,Walker-Bates,Government
INS-MG273F,Gonzalez Group,Insurance
INS-C04K4A,"Johnson, Mcintyre and Garrett",Government
INS-7WXH6R,Day Group,Insurance
INS-P48C05,,Government
INS-7QKHZB,Martinez-Burnett,Government
INS-BH0HV9,Fowler-Smith,Government
INS-XNAOPP,,Insurance
INS-NOREG338,Walker-Bates,Insurance
INS-ER0KXZ,Wood Inc,Government
INS-SICTWV,"Lopez, Johnson and Myers",Insurance
INS-VOUBX1,Flores-Allen,Government
INS-FVT4IA,,Government
INS-DX5GWB,"Anderson, Oconnell and Yates",Insurance
INS-EYGTLX,Jackson-Hubbard,Insurance
INS-T2L0M5,Fowler-Smith,Government
INS-NOREG339,Gonzalez Group,Government
INS-VGT4MS,Martinez-Burnett,Government
INS-M3H9YB,Lee and Sons,Government
INS-7XK5RZ,Gonzalez Group,Government
INS-B5SO83,Henson Group,Government
INS-EPGMLW,Jackson-Hubbard,Government
INS-JA11IV,Shaw-Jacobs,Government
INS-D4VE0H,Merritt-Flynn,Insurance
INS-EWT3A9,"Smith, Cole and Rodgers",Government
INS-I1P5TD,Brooks-Johnson,Government
INS-4MZO7Q,Chang Inc,Insurance
INS-1YPUEO,Merritt-Flynn,Government
INS-LBNLO7,Robbins Ltd,Insurance
INS-NOREG340,Henson Group,Government
INS-T4GFDX,"Smith, Cole and Rodgers",Government
INS-2V5E5C,Lee and Sons,Insurance
INS-40X2WX,Chang Inc,Government
INS-NOREG341,Wood Inc,Government
INS-LRXH0D,"Johnson, Mcintyre and Garrett",Government
INS-RLW9WM,Martinez-Burnett,Government
INS-QHZ69U,Martinez-Burnett,Insurance
INS-F6JKY1,Shaw-Jacobs,Government
INS-37P7D5,Martinez-Burnett,Insurance
INS-VDIZR7,Walsh-Thomas,Government
INS-UDJ09I,Walsh-Thomas,Insurance
INS-MTPAU5,Flores-Allen,Insurance
INS-57R2BE,Robbins Ltd,Insurance
INS-621ZTV,"Richard, Floyd and Villanueva",Insurance
INS-X3MSQP,Jackson-Hubbard,Government
INS-J5S139,Gonzalez Group,Insurance
INS-RHV5Z7,"Thomas, Blake and Harding",Government
INS-KEAGOP,Walker-Bates,Insurance
INS-CNO59N,"Lopez, Johnson and Myers",Insurance
INS-W11HVA,"Smith, Cole and Rodgers",Government
INS-NOREG342,"Richard, Floyd and Villanueva",Insurance
INS-MCMVTR,Day Group,Insurance
INS-236UWO,Martinez-Burnett,Insurance
INS-HDZ8TE,Brooks-Johnson,Government
INS-VKS1TF,Peterson-Williams,Government
INS-W7ONWL,"Smith, Cole and Rodgers",Insurance
INS-ETS0SQ,Shaw-Jacobs,Government
INS-WY2IPN,Gonzalez Group,Government
INS-JH2JWY,"Richard, Floyd and Villanueva",Government
INS-F7T6JQ,Robbins Ltd,Government
INS-NOREG343,,Self-pay
INS-W6Q1YK,Henson Group,Government
INS-EZMPP2,Lee and Sons,Insurance
INS-UAND4G,"Sanchez, Shaffer and Watson",Government
INS-ME3L0G,Wood Inc,Insurance
INS-IU9LRO,Henson Group,Government
INS-6GC3TP,Robbins Ltd,Insurance
INS-NOREG344,"Lopez, Johnson and Myers",Insurance
INS-SA0BOF,Robbins Ltd,Government
INS-XOX23U,"Smith, Cole and Rodgers",Government
INS-TPYRSO,Henson Group,Government
INS-TCTMIW,Henson Group,Insurance
INS-NOREG345,,Self-pay
INS-NP85JZ,Robbins Ltd,Government
INS-L4ZPZ4,Flores-Allen,Government
INS-NOREG346,,Insurance
INS-F5QQSA,"Richard, Floyd and Villanueva",Insurance
INS-107HZ4,Brooks-Johnson,Insurance
INS-VIIOQU,Day Group,Government
INS-LXPS1O,Henson Group,Government
INS-IU2U8S,"Richard, Floyd and Villanueva",Insurance
INS-VSDKO9,Fowler-Smith,Insurance
INS-4X04V6,Peterson-Williams,Government
INS-0OLQF6,Shaw-Jacobs,Government
INS-H5QXSU,Wood Inc,Insurance
INS-NOREG347,"Lopez, Johnson and Myers",Government
INS-HU5GW6,"Johnson, Mcintyre and Garrett",Insurance
INS-Y8R72Y,"Richard, Floyd and Villanueva",Government
INS-OBL0KX,"Lopez, Johnson and Myers",Government
INS-NOREG348,Day Group,Government
INS-UIJ2T2,Peterson-Williams,Insurance
INS-JELUKH,,Government
INS-MHGOII,Walker-Bates,Government
INS-DDMXT1,Day Group,Government
INS-HMHKBR,Robbins Ltd,Insurance
INS-TNOBD0,"Smith, Cole and Rodgers",Insurance
INS-KMXWAW,"Smith, Cole and Rodgers",Government
INS-P0YY8R,"Lopez, Johnson and Myers",Government
INS-CDFVNO,Gonzalez Group,Government
INS-AIQ8Z6,Chang Inc,Insurance
INS-MDTDTN,,Government
INS-0ZE1P4,Robbins Ltd,Insurance
INS-4KJVBY,Flores-Allen,Insurance
INS-SWUH73,Gonzalez Group,Government
INS-5WQC2B,Gonzalez Group,Insurance
INS-DCUW2T,"Sanchez, Shaffer and Watson",Insurance
INS-7JQW27,Gonzalez Group,Insurance
INS-GDPLC4,Brooks-Johnson,Government
INS-UIQZOB,Wood Inc,Insurance
INS-0Y1531,Flores-Allen,Government
INS-E04ZW1,Fowler-Smith,Insurance
INS-TLMJ3N,Chang Inc,Government
INS-5SZNSA,,Insurance
INS-CDXD0C,"Richard, Floyd and Villanueva",Insurance
INS-PIKD1J,"Smith, Cole and Rodgers",Government
INS-14N4YD,"Lopez, Johnson and Myers",Government
INS-YW78CG,Day Group,Insurance
INS-XQLU61,"Thomas, Blake and Harding",Insurance
INS-HKNMFO,Fowler-Smith,Government
INS-KJFMTL,"Thomas, Blake and Harding",Insurance
INS-89DWTC,"Johnson, Mcintyre and Garrett",Insurance
INS-OT5CL7,Martinez-Burnett,Insurance
INS-NOREG349,Martinez-Burnett,Insurance
INS-8BSKI0,Flores-Allen,Government
INS-NOREG350,Jackson-Hubbard,Government
INS-OZ2QYO,Walsh-Thomas,Government
INS-VBOL4M,"Thomas, Blake and Harding",Government
INS-XWC0F6,Martinez-Burnett,Insurance
INS-76E92D,Martinez-Burnett,Government
INS-CTLIAQ,"Anderson, Oconnell and Yates",Insurance
INS-CSXVOD,Jackson-Hubbard,Insurance
INS-NOREG351,Martinez-Burnett,Government
INS-W9338X,Gonzalez Group,Government
INS-QZ29PW,Chang Inc,Insurance
INS-7J20ZB,Fowler-Smith,Insurance
INS-L25DN4,,Insurance
INS-WJ195K,Flores-Allen,Government
INS-7LMCVN,Peterson-Williams,Government
INS-89SV52,Shaw-Jacobs,Insurance
INS-1LZV4M,"Sanchez, Shaffer and Watson",Government
INS-HV5WAO,Chang Inc,Insurance
INS-92GC81,,Insurance
INS-IW81K5,Merritt-Flynn,Government
INS-CSTZ1J,Jackson-Hubbard,Insurance
INS-NOREG352,Peterson-Williams,Government
INS-WZ938R,Fowler-Smith,Insurance
INS-NOREG353,Walker-Bates,Insurance
INS-5PQ62O,,Government
INS-NM0ZQ5,Robbins Ltd,Government
INS-VLSU8Z,Gonzalez Group,Government
INS-K8WW8T,"Thomas, Blake and Harding",Insurance
INS-86ACGD,Day Group,Insurance
INS-P9X51D,Brooks-Johnson,Insurance
INS-7KZH4N,Wood Inc,Government
INS-646JMR,"Smith, Cole and Rodgers",Insurance
INS-6YMT8L,Brooks-Johnson,Government
INS-0EQCG8,"Thomas, Blake and Harding",Insurance
INS-NOREG354,"Lopez, Johnson and Myers",Government
INS-B777JS,Lee and Sons,Insurance
INS-E5DC7L,Flores-Allen,Insurance
INS-NOREG355,Martinez-Burnett,Government
INS-HK68RP,Robbins Ltd,Government
INS-NOREG356,Walker-Bates,Insurance
INS-SNXX6X,Wood Inc,Insurance
INS-QXJZCJ,Lee and Sons,Insurance
INS-SDMVM2,"Andrade, Gilbert and Cook",Government
INS-YIG41G,Henson Group,Government
INS-NOREG357,,Self-pay
INS-O3OBEG,Jackson-Hubbard,Insurance
INS-FCWYN7,"Lopez, Johnson and Myers",Insurance
INS-9W7YEO,Gonzalez Group,Government
INS-VUE4EV,"Thomas, Blake and Harding",Government
INS-NOREG358,"Thomas, Blake and Harding",Insurance
INS-NOREG359,,Self-pay
INS-PELFRE,Wood Inc,Insurance
INS-4ELMX6,"Thomas, Blake and Harding",Government
INS-WRJAJ1,"Lopez, Johnson and Myers",Insurance
INS-ZYXY5E,Jackson-Hubbard,Insurance
INS-HFJ9IG,"Sanchez, Shaffer and Watson",Government
INS-42VTXV,Day Group,Government
INS-9RVB0U,,Insurance
INS-I6Y38G,Lee and Sons,Government
INS-ZKRN69,Merritt-Flynn,Government
INS-IBL0C7,Peterson-Williams,Government
INS-6DXGP1,Walsh-Thomas,Insurance
INS-NOREG360,,Self-pay
INS-A3UK00,Chang Inc,Government
INS-NOREG361,,Self-pay
INS-XRK3LW,Wood Inc,Government
INS-4HF7IA,Wood Inc,Government
INS-AB3YOR,"Richard, Floyd and Villanueva",Insurance
INS-NOREG362,"Lopez, Johnson and Myers",Insurance
INS-FE0JS0,Lee and Sons,Government
INS-ON4ORG,"Anderson, Oconnell and Yates",Insurance
INS-G91P4Z,"Sanchez, Shaffer and Watson",Government
INS-MQDCXQ,"Thomas, Blake and Harding",Government
INS-NOREG363,,Insurance
INS-UX4QSJ,Martinez-Burnett,Insurance
INS-EUFIA7,Robbins Ltd,Insurance
INS-NOREG364,Walsh-Thomas,Government
INS-TH8GZW,Peterson-Williams,Insurance
INS-CSNXA6,"Andrade, Gilbert and Cook",Insurance
INS-AV5J3Y,Wood Inc,Government
INS-6GD9B6,Brooks-Johnson,Government
INS-LJR2U7,Walsh-Thomas,Government
INS-FZ4OA7,,Insurance
INS-9CLVXV,Fowler-Smith,Insurance
INS-KUOOV5,"Andrade, Gilbert and Cook",Government
INS-6JIFIO,Lee and Sons,Government
INS-NOREG365,,Government
INS-9CG4NC,Robbins Ltd,Government
INS-MCZYK0,"Johnson, Mcintyre and Garrett",Insurance
INS-26OOEP,Walker-Bates,Insurance
INS-U3CE5W,Walker-Bates,Government
INS-XCM9N4,Brooks-Johnson,Government
INS-KEERS6,Fowler-Smith,Insurance
INS-NOREG366,,Self-pay
INS-R9MO4J,"Lopez, Johnson and Myers",Insurance
INS-2OMD9D,Day Group,Insurance
INS-1KS4B9,Jackson-Hubbard,Government
INS-NOREG367,Day Group,Insurance
INS-BX041V,Fowler-Smith,Insurance
INS-NOREG368,Day Group,Insurance
INS-VRRZV3,"Richard, Floyd and Villanueva",Government
INS-W5UBUA,Lee and Sons,Government
INS-0Z50H9,"Smith, Cole and Rodgers",Insurance
INS-JISKPX,Brooks-Johnson,Government
INS-V5LCUA,"Thomas, Blake and Harding",Government
INS-V5IIGW,Henson Group,Insurance
INS-OBS3GV,"Lopez, Johnson and Myers",Government
INS-1TJA44,Gonzalez Group,Insurance
INS-E8UAO2,Robbins Ltd,Insurance
INS-ORYSZV,,Insurance
INS-C10AHO,Robbins Ltd,Insurance
INS-IAN3NT,Merritt-Flynn,Insurance
INS-V9LOFH,Chang Inc,Insurance
INS-UEJ813,"Anderson, Oconnell and Yates",Insurance
INS-UMXCYB,Day Group,Insurance
INS-NL2B6D,Robbins Ltd,Government
INS-RJFDF5,"Sanchez, Shaffer and Watson",Government
INS-NOREG369,Fowler-Smith,Insurance
INS-6BMI47,Peterson-Williams,Government
INS-OCR6BQ,Wood Inc,Government
INS-ISHPVG,Walsh-Thomas,Insurance
INS-7REIL4,Jackson-Hubbard,Insurance
INS-9DRJ9A,Fowler-Smith,Government
INS-I4QP0M,,Government
INS-YOO3PZ,Flores-Allen,Insurance
INS-OYDTF5,Wood Inc,Government
INS-GJSVPF,Gonzalez Group,Government
INS-P6VLVU,"Andrade, Gilbert and Cook",Government
INS-PGHAQ0,"Johnson, Mcintyre and Garrett",Government
INS-KPQZ3D,Merritt-Flynn,Government
INS-VEKLY7,Walker-Bates,Government
INS-7A11EM,Merritt-Flynn,Government
INS-NOREG370,,Self-pay
INS-NOREG371,"Smith, Cole and Rodgers",Government
INS-ZRWNCL,Robbins Ltd,Insurance
INS-6A3J1N,Martinez-Burnett,Insurance
INS-NOREG372,"Johnson, Mcintyre and Garrett",Government
INS-HQLKR0,"Andrade, Gilbert and Cook",Insurance
INS-FJ9RR7,"Johnson, Mcintyre and Garrett",Government
INS-PSC8RC,Merritt-Flynn,Government
INS-90SPTF,"Sanchez, Shaffer and Watson",Government
INS-NAFR8N,Robbins Ltd,Government
INS-VHBUJY,Chang Inc,Government
INS-D15JJ1,Fowler-Smith,Insurance
INS-H71KZB,Chang Inc,Government
INS-MEPS2N,Day Group,Government
INS-KFCH7S,"Johnson, Mcintyre and Garrett",Insurance
INS-CP13ZJ,Walker-Bates,Insurance
INS-KE12Z9,Flores-Allen,Insurance
INS-S6VTND,Flores-Allen,Insurance
INS-3MBGNL,Gonzalez Group,Insurance
INS-3HKR3H,"Sanchez, Shaffer and Watson",Government
INS-OVVY4V,"Smith, Cole and Rodgers",Insurance
INS-9L15A7,"Smith, Cole and Rodgers",Government
INS-AHKX8W,Chang Inc,Insurance
INS-QJF6CX,"Anderson, Oconnell and Yates",Insurance
INS-0CFBY2,"Johnson, Mcintyre and Garrett",Government
INS-MLZRKY,Henson Group,Insurance
INS-BK53VN,Flores-Allen,Insurance
INS-T8MQYX,Fowler-Smith,Insurance
INS-8V64X3,Day Group,Government
INS-72T209,Henson Group,Government
INS-M4KTO5,Merritt-Flynn,Government
INS-B371MI,Walsh-Thomas,Insurance
INS-XNVABV,Peterson-Williams,Government
INS-YNICNH,Walsh-Thomas,Insurance
INS-FM75Q1,Flores-Allen,Government
INS-O9EOPW,Merritt-Flynn,Government
INS-NOREG373,Shaw-Jacobs,Insurance
INS-7CL5J4,Peterson-Williams,Government
INS-PLQX92,Henson Group,Government
INS-S2OPS9,Merritt-Flynn,Government
INS-HTTDGQ,,Insurance
INS-HAKKDQ,"Anderson, Oconnell and Yates",Insurance
INS-L2OGN1,Day Group,Government
INS-NOREG374,,Self-pay
INS-8XLX0Z,"Lopez, Johnson and Myers",Insurance
INS-7RVEVM,Robbins Ltd,Government
INS-TWB2MJ,Martinez-Burnett,Government
INS-HMMWEK,"Johnson, Mcintyre and Garrett",Insurance
INS-41IVOM,Merritt-Flynn,Insurance
INS-2Z312S,Robbins Ltd,Government
INS-LE2P0L,Merritt-Flynn,Insurance
INS-Q851XK,"Thomas, Blake and Harding",Government
INS-0T2PEQ,Wood Inc,Government
INS-NOREG375,,Self-pay
INS-EZD7DA,"Anderson, Oconnell and Yates",Insurance
INS-CP3QJ8,"Anderson, Oconnell and Yates",Government
INS-HDFJZC,Chang Inc,Government
INS-HMLHTP,Jackson-Hubbard,Insurance
INS-2F5A51,Lee and Sons,Government
INS-CKATNF,Chang Inc,Insurance
INS-THJNBV,"Sanchez, Shaffer and Watson",Government
INS-P8JHTW,Walsh-Thomas,Government
INS-UXBHG0,Gonzalez Group,Government
INS-S5UAZ7,Robbins Ltd,Government
INS-QA4LAM,"Sanchez, Shaffer and Watson",Government
INS-AHMGSW,Wood Inc,Insurance
INS-TM3F8B,"Anderson, Oconnell and Yates",Insurance
INS-3F1Y9U,"Andrade, Gilbert and Cook",Government
INS-NOREG376,Fowler-Smith,Government
INS-9ASSE6,"Anderson, Oconnell and Yates",Insurance
INS-7NDDWK,Flores-Allen,Government
INS-6VORID,"Lopez, Johnson and Myers",Government
INS-6WZ358,Henson Group,Government
INS-CK1HDM,Brooks-Johnson,Government
INS-HWRE8W,Day Group,Insurance
INS-QR5YBW,Peterson-Williams,Government
INS-EILDOH,Walsh-Thomas,Insurance
INS-V1EBQH,"Sanchez, Shaffer and Watson",Insurance
INS-SW2KAQ,Peterson-Williams,Government
INS-3TVJU2,Wood Inc,Insurance
INS-1UP8Z3,Day Group,Government
INS-TUCKZA,"Lopez, Johnson and Myers",Insurance
INS-ZMZDF4,Walsh-Thomas,Insurance
INS-LTZTQJ,"Smith, Cole and Rodgers",Insurance
INS-RR4Y7M,"Lopez, Johnson and Myers",Government
INS-58YK72,Shaw-Jacobs,Government
INS-E3PR37,"Johnson, Mcintyre and Garrett",Insurance
INS-9D32IR,"Smith, Cole and Rodgers",Insurance
INS-K1KL2K,Peterson-Williams,Insurance
INS-NOREG377,Jackson-Hubbard,Government
INS-XNX3J7,"Lopez, Johnson and Myers",Government
INS-AZCWV7,Martinez-Burnett,Government
INS-XL5RAB,Walsh-Thomas,Government
INS-U6QUJK,"Richard, Floyd and Villanueva",Government
INS-Q1NPY1,"Thomas, Blake and Harding",Insurance
INS-NOREG378,Day Group,Government
INS-LDLUTL,Robbins Ltd,Insurance
INS-VAT980,,Insurance
INS-NOREG379,,Self-pay
INS-NOREG380,"Thomas, Blake and Harding",Insurance
INS-NBVV0S,Walker-Bates,Insurance
INS-MIA40U,Robbins Ltd,Government
INS-4FD5ON,"Lopez, Johnson and Myers",Insurance
INS-CDUSV4,Brooks-Johnson,Insurance
INS-WNL2EN,"Andrade, Gilbert and Cook",Government
INS-YOL7H5,"Andrade, Gilbert and Cook",Insurance
INS-PMRREG,"Smith, Cole and Rodgers",Government
INS-4LPIMD,"Anderson, Oconnell and Yates",Government
INS-5QAPB0,"Smith, Cole and Rodgers",Government
INS-7LJ1EL,Henson Group,Government
INS-X6M7XT,"Andrade, Gilbert and Cook",Insurance
INS-JOVK0C,Walsh-Thomas,Insurance
INS-2P0D18,Day Group,Government
INS-CYRE4Z,Walker-Bates,Government
INS-RBWJ7Y,,Insurance
INS-03I30V,Martinez-Burnett,Government
INS-H37H97,Fowler-Smith,Insurance
INS-543OBL,"Richard, Floyd and Villanueva",Insurance
INS-IPDMKK,Gonzalez Group,Government
INS-0C4FBG,Jackson-Hubbard,Insurance
INS-HB0M7Q,"Lopez, Johnson and Myers",Insurance
INS-3N56G1,Peterson-Williams,Government
INS-6T46N0,"Richard, Floyd and Villanueva",Insurance
INS-PBP0BT,Chang Inc,Government
INS-E466JV,Jackson-Hubbard,Government
INS-4BNOCY,,Government
INS-7JOPE5,Gonzalez Group,Government
INS-0EHRS0,Robbins Ltd,Insurance
INS-1AUIFD,Robbins Ltd,Insurance
INS-CR1H0J,Chang Inc,Insurance
INS-5TRCYP,Flores-Allen,Government
INS-6WPI9L,Walker-Bates,Government
INS-KW4JRX,Brooks-Johnson,Insurance
INS-NOREG381,,Self-pay
INS-NOREG382,"Andrade, Gilbert and Cook",Insurance
INS-XWIPV4,"Johnson, Mcintyre and Garrett",Insurance
INS-FCE6AE,Walker-Bates,Government
INS-LAXFXQ,Brooks-Johnson,Government
INS-NOREG383,"Sanchez, Shaffer and Watson",Government
INS-MXF95A,"Anderson, Oconnell and Yates",Government
INS-NOREG384,,Self-pay
INS-G0DYR7,Lee and Sons,Government
INS-GNBKI8,Brooks-Johnson,Government
INS-NOREG385,"Anderson, Oconnell and Yates",Insurance
INS-7TVBYN,Walsh-Thomas,Government
INS-7G9EC4,Walsh-Thomas,Government
INS-NOREG386,"Johnson, Mcintyre and Garrett",Government
INS-NOREG387,"Johnson, Mcintyre and Garrett",Insurance
